subject_id,r_score
103414,0.7297003993600036
205725,0.6212172535065965
113619,0.6197192936849613
151223,0.6147211209630505
702133,0.6127334352712696
193239,0.6090807753403248
110411,0.5967859399800521
654754,0.5949397995070169
136833,0.5735697965264863
932554,0.569328053714574
984472,0.5638381264597607
115320,0.5615944665158412
151627,0.5583028556732009
149539,0.540771790886022
788876,0.5396436858503145
105115,0.5395614025099807
857263,0.5324926280188875
298051,0.5188307593939776
175439,0.49902470227315765
885975,0.4932319156983169
135932,0.4920637970893946
133827,0.4912790943466062
992774,0.48342311643697955
448347,0.48296642292272396
158540,0.42996892224085353
214423,0.4050116538465164
581349,0.380276212370532
