subject_id,r_score
103414,0.7297003993600036
448347,0.6288052434840883
205725,0.6020335166445656
885975,0.5963071781924999
992774,0.589070361343803
136833,0.5815351603215232
932554,0.5709123211748123
133827,0.5611422675916479
193239,0.5604450798092933
175439,0.5577154223841869
151223,0.5573390156019994
984472,0.5512088742641124
702133,0.5432574450429365
115320,0.5420318281065912
654754,0.5400387844855319
113619,0.5392864223203907
214423,0.5361085980097116
788876,0.5241787373829958
110411,0.517410792931043
857263,0.5155465660728793
581349,0.506829195946535
298051,0.501189993407704
135932,0.4989188097891289
149539,0.4531989470018837
158540,0.4492792186187696
105115,0.43302124855966834
151627,0.37557550537862816
