subject_id,r_score
151223,0.8426854828274012
136833,0.6246606714437599
932554,0.6168595119384996
103414,0.6147211209630505
992774,0.6117513455842523
702133,0.6108084187358208
115320,0.5896573121192157
788876,0.585584799365521
885975,0.5823779589618456
110411,0.5782993913664065
654754,0.5730536793074616
175439,0.5689549378011325
984472,0.5680611475373397
205725,0.5617010756616911
113619,0.5535922071489089
448347,0.5502838149809267
158540,0.5445091609576806
105115,0.5418351715780388
857263,0.5365187328059147
193239,0.5350042931533106
133827,0.5303364411005292
135932,0.5294471240011459
581349,0.5203152922572125
151627,0.519365829373123
214423,0.5117557840948304
149539,0.5090864101732143
298051,0.5014772937672638
