subject_id,r_score
105115,0.8771728139097028
654754,0.5582657467014143
702133,0.5474559025387666
932554,0.5431284562909355
103414,0.5395614025099807
113619,0.5349363068656439
151627,0.5210568285691299
149539,0.5183077690049108
151223,0.5127878878507004
136833,0.5080154856116468
857263,0.5037669806572663
110411,0.4946777521047929
115320,0.4922581895636201
788876,0.48245379755401974
175439,0.46776318591145116
992774,0.4676736484450836
448347,0.46434237412928825
298051,0.4487333589176188
205725,0.44485132876591404
984472,0.44011550743831673
885975,0.42219630657813767
158540,0.41444714020421713
193239,0.38708767799919797
135932,0.37873430338318737
133827,0.37082913915288895
214423,0.32070029799064587
581349,0.3182263176900523
