subject_id,r_score
885975,0.8356092503590706
984472,0.6392163215116556
135932,0.6335268169806054
581349,0.6115600541460116
133827,0.5942120193635133
158540,0.5918339959023632
992774,0.5768431567607132
448347,0.5722926379363527
151223,0.5611895381612535
205725,0.5445616410029571
136833,0.5388122543557138
214423,0.5312981797171112
113619,0.5266208963570941
193239,0.5162451781148848
702133,0.4954851767139359
103414,0.4932319156983169
115320,0.4923530936668028
175439,0.4921059944316506
788876,0.4901536207459125
857263,0.4900956648861293
298051,0.48660413383806356
110411,0.4828928818118382
932554,0.472402175040041
149539,0.46263199333689464
654754,0.45539279805660027
105115,0.40716041162275735
151627,0.36661696700485663
