subject_id,r_score
885975,0.8356092503590706
984472,0.631171021052094
110411,0.6023830358332589
103414,0.5963071781924999
932554,0.5907693332843871
135932,0.5900714245276446
151223,0.5823779589618456
448347,0.5789166321670631
133827,0.57115519108672
136833,0.5698538430127277
115320,0.5597131724510017
214423,0.5517107231973803
175439,0.5413609679007199
857263,0.5409786482912169
702133,0.5297559186705465
113619,0.5294696114426264
992774,0.528750708619875
193239,0.5277553478810164
298051,0.5241824225829754
158540,0.5187008163763557
788876,0.5101256346461536
654754,0.49675487299088117
151627,0.4963912452007173
205725,0.49584404497974854
581349,0.4581553500636547
149539,0.45170588902275594
105115,0.42219630657813767
