subject_id,r_score
214423,0.6257821120366753
932554,0.6168515998597286
133827,0.5647199269239307
135932,0.5425637885208875
103414,0.5361085980097116
885975,0.5312981797171112
136833,0.5205764409898688
110411,0.5126939364138381
151223,0.5117557840948304
115320,0.48968391671427514
448347,0.4835654575444579
788876,0.4815634619621193
984472,0.477953535358933
702133,0.46921066889627244
158540,0.4668336284309233
298051,0.46563636665404673
193239,0.45237796557844745
175439,0.45079318404148705
857263,0.45005989262922463
992774,0.44470768932504967
205725,0.4323838675722757
151627,0.4303745371180731
654754,0.4240428443813808
113619,0.3952235481469878
581349,0.3875878461350929
149539,0.36267669671129704
105115,0.32070029799064587
