subject_id,r_score
581349,0.6969205353993164
448347,0.6136601248617635
885975,0.6115600541460116
214423,0.5901100433247751
992774,0.5866569526906562
110411,0.5693166536140142
984472,0.5404973909766438
151223,0.5203152922572125
133827,0.5156215390548955
158540,0.5100878741884441
103414,0.506829195946535
298051,0.5044380926333794
135932,0.49993401618612704
175439,0.4881228515853139
932554,0.48461725999116195
136833,0.48283198423236073
654754,0.4776362113665138
702133,0.4603386295330263
857263,0.4347273893002372
205725,0.426864001664057
149539,0.425638719581232
115320,0.4197721904309823
113619,0.4075037760074427
193239,0.4053332410999184
151627,0.4039700581355847
788876,0.38445482776153533
105115,0.3182263176900523
