subject_id,r_score
984472,0.8013475107297143
885975,0.631171021052094
135932,0.5853038527900748
113619,0.5731068802900641
110411,0.5729720383668577
103414,0.5638381264597607
151223,0.5600840847462629
158540,0.557812384078276
448347,0.555817831254223
992774,0.5535124606248827
136833,0.5509281271974866
205725,0.5470304146403693
133827,0.5439545394236754
581349,0.5404973909766438
932554,0.5386084834017659
193239,0.5385874923810599
149539,0.5357993382785798
702133,0.5207297050674505
788876,0.5197417719577927
115320,0.5173361753064051
857263,0.5134052120869274
654754,0.5080045028352653
298051,0.5015954917629888
175439,0.5012381045455417
214423,0.477953535358933
105115,0.46968190146270805
151627,0.4274829059169067
