subject_id,r_score
992774,0.6922847098738273
135932,0.6440706377782778
158540,0.6368229544626225
984472,0.5999450088263971
581349,0.5866569526906562
133827,0.5795899517918789
151223,0.5571542894055983
885975,0.528750708619875
136833,0.5142110308515762
448347,0.4955062607930607
932554,0.48886132686480777
654754,0.48725423033870496
103414,0.48342311643697955
113619,0.4833907048569392
149539,0.4822955270255492
702133,0.47779319333503056
857263,0.475304531976249
110411,0.4738242642387571
205725,0.46966488244888915
105115,0.4565792171090907
115320,0.452343836121328
788876,0.4461871913617732
214423,0.44470768932504967
193239,0.44378345600016056
298051,0.42030479357856504
151627,0.4145013248857641
175439,0.4047975459756262
